yearSeason,slugSeason,slugTeam,idPlayer,namePlayer,idTeam,yearSeasonStart,numberJersey,countYearsExperience,weightLBS,heightInches,nameTeam,groupPosition,dateBirth,nameSchool,agePlayer,urlTeamSeasonLogo,urlPlayerStats,urlPlayerThumbnail,urlPlayerHeadshot,urlPlayerActionPhoto,urlPlayerPhoto,Include
2025,2024-25,ATL,1630811,Keaton Wallace,1610612737,2024,NA,0,185,75,Keaton,G,2/26/1999,Texas-San Antonio,25,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1630811,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630811.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630811.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1630552,Jalen Johnson,1610612737,2024,1,3,219,80,Jalen,F,12/18/2001,Duke,22,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1630552,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630552.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630552.png,https://stats.nba.com/media/players/700/1630552.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1641754,Seth Lundy,1610612737,2024,3,1,220,76,Seth,G-F,4/2/2000,Penn State,24,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1641754,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641754.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641754.png,https://stats.nba.com/media/players/700/1641754.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1641723,Kobe Bufkin,1610612737,2024,4,1,195,77,Kobe,G,9/21/2003,Michigan,21,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1641723,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641723.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641723.png,https://stats.nba.com/media/players/700/1641723.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1630284,Kevon Harris,1610612737,2024,8,2,216,77,Kevon,G,6/24/1997,Stephen F. Austin,27,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1630284,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630284.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630284.png,https://stats.nba.com/media/players/700/1630284.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1642258,Zaccharie Risacher,1610612737,2024,10,0,200,81,Zaccharie,F,4/8/2005,JL Bourg-en-Bresse,19,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1642258,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642258.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642258.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1629027,Trae Young,1610612737,2024,11,6,164,73,Trae,G,9/19/1998,Oklahoma,26,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1629027,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629027.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629027.png,https://stats.nba.com/media/players/700/1629027.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629027.png,Y
2025,2024-25,ATL,1630700,Dyson Daniels,1610612737,2024,11,2,199,79,Dyson,G,3/17/2003,NBA G League Ignite,21,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1630700,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630700.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630700.png,https://stats.nba.com/media/players/700/1630700.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1629631,De'Andre Hunter,1610612737,2024,12,5,221,80,De'Andre,F-G,12/2/1997,Virginia,26,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1629631,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629631.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629631.png,https://stats.nba.com/media/players/700/1629631.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,203992,Bogdan Bogdanović,1610612737,2024,13,7,225,77,Bogdan,G,8/18/1992,Fenerbahce,32,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/203992,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203992.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203992.png,https://stats.nba.com/media/players/700/203992.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203992.png,Y
2025,2024-25,ATL,203991,Clint Capela,1610612737,2024,15,10,256,82,Clint,C,5/18/1994,Elan Chalon,30,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/203991,https://stats.nba.com/media/players/230x185/203991.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203991.png,https://stats.nba.com/media/players/700/203991.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203991.png,Y
2025,2024-25,ATL,1630168,Onyeka Okongwu,1610612737,2024,17,4,240,82,Onyeka,F-C,12/11/2000,Southern California,23,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1630168,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630168.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630168.png,https://stats.nba.com/media/players/700/1630168.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1631243,Mouhamed Gueye,1610612737,2024,18,1,210,82,Mouhamed,F,11/9/2002,Washington State,21,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1631243,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631243.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631243.png,https://stats.nba.com/media/players/700/1631243.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1631223,David Roddy,1610612737,2024,21,2,255,76,David,F,3/27/2001,Colorado State,23,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1631223,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631223.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631223.png,https://stats.nba.com/media/players/700/1631223.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1626204,Larry Nance Jr.,1610612737,2024,22,9,245,80,Larry,F-C,1/1/1993,Wyoming,31,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1626204,https://stats.nba.com/media/players/230x185/1626204.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626204.png,https://stats.nba.com/media/players/700/1626204.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626204.png,Y
2025,2024-25,ATL,1629726,Garrison Mathews,1610612737,2024,24,5,215,78,Garrison,G,10/24/1996,Lipscomb,27,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1629726,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629726.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629726.png,https://stats.nba.com/media/players/700/1629726.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1631230,Dominick Barlow,1610612737,2024,26,2,215,81,Dominick,F,5/26/2003,Overtime Elite,21,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1631230,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631230.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631230.png,https://stats.nba.com/media/players/700/1631230.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1630249,Vít Krejčí,1610612737,2024,27,3,195,80,Vít,G,6/19/2000,Zaragoza,24,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1630249,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630249.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630249.png,https://stats.nba.com/media/players/700/1630249.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,1631342,Daeqwon Plowden,1610612737,2024,29,0,216,78,Daeqwon,G-F,8/29/1998,Bowling Green,26,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/1631342,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631342.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631342.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,ATL,203469,Cody Zeller,1610612737,2024,40,11,240,83,Cody,F-C,10/5/1992,Indiana,32,https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg,https://stats.nba.com/player/203469,https://stats.nba.com/media/players/230x185/203469.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203469.png,https://stats.nba.com/media/players/700/203469.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203469.png,
2025,2024-25,BKN,1642385,Yongxi Cui,1610612751,2024,NA,0,190,77,Yongxi,G,5/28/2003,Guangzhou Loong Lions,21,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1642385,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642385.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642385.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,1641727,Dariq Whitehead,1610612751,2024,0,1,220,78,Dariq,F,8/1/2004,Duke,20,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1641727,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641727.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641727.png,https://stats.nba.com/media/players/700/1641727.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,1630533,Ziaire Williams,1610612751,2024,1,3,185,81,Ziaire,F,9/12/2001,Stanford,23,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1630533,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630533.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630533.png,https://stats.nba.com/media/players/700/1630533.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,1629661,Cameron Johnson,1610612751,2024,2,5,210,80,Cameron,F,3/3/1996,North Carolina,28,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1629661,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629661.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629661.png,https://stats.nba.com/media/players/700/1629661.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,1630165,Killian Hayes,1610612751,2024,7,4,195,77,Killian,G,7/27/2001,Ratiopharm Ulm,23,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1630165,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630165.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630165.png,https://stats.nba.com/media/players/700/1630165.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,1630570,Trendon Watford,1610612751,2024,9,3,237,80,Trendon,F,11/9/2000,Louisiana State,23,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1630570,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630570.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630570.png,https://stats.nba.com/media/players/700/1630570.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,1627732,Ben Simmons,1610612751,2024,10,6,240,82,Ben,G-F,7/20/1996,Louisiana State,28,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1627732,https://stats.nba.com/media/players/230x185/1627732.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627732.png,https://stats.nba.com/media/players/700/1627732.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627732.png,Y
2025,2024-25,BKN,1641735,Amari Bailey,1610612751,2024,10,1,185,75,Amari,G,2/17/2004,UCLA,20,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1641735,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641735.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641735.png,https://stats.nba.com/media/players/700/1641735.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,1629003,Shake Milton,1610612751,2024,13,6,205,77,Shake,G-F,9/26/1996,Southern Methodist,28,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1629003,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629003.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629003.png,https://stats.nba.com/media/players/700/1629003.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629003.png,
2025,2024-25,BKN,1641798,Jaylen Martin,1610612751,2024,16,0,216,78,Jaylen,G,1/28/2004,Overtime Elite,20,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1641798,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641798.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641798.png,https://stats.nba.com/media/players/700/1641798.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,203471,Dennis Schröder,1610612751,2024,17,11,175,73,Dennis,G,9/15/1993,Braunschweig,31,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/203471,https://stats.nba.com/media/players/230x185/203471.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203471.png,https://stats.nba.com/media/players/700/203471.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203471.png,Y
2025,2024-25,BKN,1630549,Day'Ron Sharpe,1610612751,2024,20,3,265,81,Day'Ron,C,11/6/2001,North Carolina,22,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1630549,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630549.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630549.png,https://stats.nba.com/media/players/700/1630549.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,1641730,Noah Clowney,1610612751,2024,21,1,210,81,Noah,F,7/14/2004,Alabama,20,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1641730,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641730.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641730.png,https://stats.nba.com/media/players/700/1641730.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,1630592,Jalen Wilson,1610612751,2024,22,1,220,78,Jalen,F,11/4/2000,Kansas,23,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1630592,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630592.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630592.png,https://stats.nba.com/media/players/700/1630592.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,1631213,Tyrese Martin,1610612751,2024,22,1,215,78,Tyrese,G,3/7/1999,Connecticut,25,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1631213,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631213.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631213.png,https://stats.nba.com/media/players/700/1631213.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,1630560,Cam Thomas,1610612751,2024,24,3,210,75,Cam,G,10/13/2001,Louisiana State,22,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1630560,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630560.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630560.png,https://stats.nba.com/media/players/700/1630560.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,1627827,Dorian Finney-Smith,1610612751,2024,28,8,220,79,Dorian,F,5/4/1993,Florida,31,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1627827,https://stats.nba.com/media/players/230x185/1627827.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627827.png,https://stats.nba.com/media/players/700/1627827.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627827.png,
2025,2024-25,BKN,1629651,Nic Claxton,1610612751,2024,33,5,215,83,Nic,C,4/17/1999,Georgia,25,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1629651,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629651.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629651.png,https://stats.nba.com/media/players/700/1629651.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BKN,202711,Bojan Bogdanović,1610612751,2024,44,10,226,79,Bojan,F,4/18/1989,Fenerbahce,35,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/202711,https://stats.nba.com/media/players/230x185/202711.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202711.png,https://stats.nba.com/media/players/700/202711.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202711.png,
2025,2024-25,BKN,1630553,Keon Johnson,1610612751,2024,45,3,185,77,Keon,G,3/10/2002,Tennessee,22,https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg,https://stats.nba.com/player/1630553,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630553.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630553.png,https://stats.nba.com/media/players/700/1630553.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BOS,1631248,Baylor Scheierman,1610612738,2024,NA,0,205,78,Baylor,G,9/26/2000,Creighton,24,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/1631248,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631248.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631248.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BOS,1641817,Anton Watson,1610612738,2024,NA,0,225,80,Anton,F,10/6/2000,Gonzaga,23,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/1641817,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641817.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641817.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BOS,1642400,Tristan Enaruna,1610612738,2024,NA,0,220,80,Tristan,F,6/26/2001,Cleveland State,23,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/1642400,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642400.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642400.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BOS,1631376,Dmytro Skapintsev,1610612738,2024,NA,1,215,85,Dmytro,C,5/12/1998,SK Cherkasy Monkey,26,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/1631376,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631376.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631376.png,https://stats.nba.com/media/players/700/1631376.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BOS,1628369,Jayson Tatum,1610612738,2024,0,7,210,80,Jayson,F-G,3/3/1998,Duke,26,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/1628369,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png,https://stats.nba.com/media/players/700/1628369.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png,Y
2025,2024-25,BOS,201950,Jrue Holiday,1610612738,2024,4,15,205,76,Jrue,G,6/12/1990,UCLA,34,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/201950,https://stats.nba.com/media/players/230x185/201950.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png,https://stats.nba.com/media/players/700/201950.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png,Y
2025,2024-25,BOS,1627759,Jaylen Brown,1610612738,2024,7,8,223,78,Jaylen,G-F,10/24/1996,California,27,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/1627759,https://stats.nba.com/media/players/230x185/1627759.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png,https://stats.nba.com/media/players/700/1627759.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png,Y
2025,2024-25,BOS,204001,Kristaps Porziņģis,1610612738,2024,8,8,240,86,Kristaps,F-C,8/2/1995,Cajasol Sevilla,29,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/204001,https://stats.nba.com/media/players/230x185/204001.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png,https://stats.nba.com/media/players/700/204001.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png,
2025,2024-25,BOS,1631199,Ron Harper Jr.,1610612738,2024,8,2,233,76,Ron,G-F,4/12/2000,Rutgers,24,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/1631199,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631199.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631199.png,https://stats.nba.com/media/players/700/1631199.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BOS,1629022,Lonnie Walker IV,1610612738,2024,8,6,204,76,Lonnie,G-F,12/14/1998,Miami,25,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/1629022,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629022.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629022.png,https://stats.nba.com/media/players/700/1629022.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629022.png,
2025,2024-25,BOS,1628401,Derrick White,1610612738,2024,9,7,190,76,Derrick,G,7/2/1994,Colorado,30,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/1628401,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png,https://stats.nba.com/media/players/700/1628401.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png,Y
2025,2024-25,BOS,1630202,Payton Pritchard,1610612738,2024,11,4,195,73,Payton,G,1/28/1998,Oregon,26,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/1630202,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png,https://stats.nba.com/media/players/700/1630202.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
2025,2024-25,BOS,1641809,Drew Peterson,1610612738,2024,13,1,205,81,Drew,F,11/9/1999,Southern California,24,https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg,https://stats.nba.com/player/1641809,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641809.png,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641809.png,https://stats.nba.com/media/players/700/1641809.png,https://stats.nba.com/media/img/league/nba-headshot-fallback.png,
