"","yearSeason","slugSeason","slugTeam","idPlayer","namePlayer","idTeam","yearSeasonStart","numberJersey","countYearsExperience","weightLBS","heightInches","nameTeam","groupPosition","dateBirth","nameSchool","agePlayer","urlTeamSeasonLogo","urlPlayerStats","urlPlayerThumbnail","urlPlayerHeadshot","urlPlayerActionPhoto","urlPlayerPhoto"
"1",2025,"2024-25","ATL",1631210,"Jacob Toppin",1610612737,2024,0,1,200,80,"Jacob","F",2000-05-08,"Kentucky",24,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1631210","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631210.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631210.png","https://stats.nba.com/media/players/700/1631210.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"2",2025,"2024-25","ATL",1630552,"Jalen Johnson",1610612737,2024,1,3,219,80,"Jalen","F",2001-12-18,"Duke",23,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1630552","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630552.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630552.png","https://stats.nba.com/media/players/700/1630552.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"3",2025,"2024-25","ATL",1630811,"Keaton Wallace",1610612737,2024,2,0,185,75,"Keaton","G",1999-02-26,"Texas-San Antonio",26,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1630811","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630811.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630811.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"4",2025,"2024-25","ATL",1627747,"Caris LeVert",1610612737,2024,3,8,205,78,"Caris","G",1994-08-25,"Michigan",30,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1627747","https://stats.nba.com/media/players/230x185/1627747.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627747.png","https://stats.nba.com/media/players/700/1627747.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627747.png"
"5",2025,"2024-25","ATL",1641723,"Kobe Bufkin",1610612737,2024,4,1,195,76,"Kobe","G",2003-09-21,"Michigan",21,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1641723","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641723.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641723.png","https://stats.nba.com/media/players/700/1641723.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"6",2025,"2024-25","ATL",1630700,"Dyson Daniels",1610612737,2024,5,2,199,79,"Dyson","G",2003-03-17,"NBA G League Ignite",22,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1630700","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630700.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630700.png","https://stats.nba.com/media/players/700/1630700.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"7",2025,"2024-25","ATL",1642258,"Zaccharie Risacher",1610612737,2024,10,0,200,80,"Zaccharie","F",2005-04-08,"JL Bourg-en-Bresse",20,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1642258","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642258.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642258.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"8",2025,"2024-25","ATL",1629027,"Trae Young",1610612737,2024,11,6,164,73,"Trae","G",1998-09-19,"Oklahoma",26,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1629027","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629027.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629027.png","https://stats.nba.com/media/players/700/1629027.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629027.png"
"9",2025,"2024-25","ATL",1629611,"Terance Mann",1610612737,2024,14,5,215,77,"Terance","G-F",1996-10-18,"Florida State",28,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1629611","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629611.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629611.png","https://stats.nba.com/media/players/700/1629611.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"10",2025,"2024-25","ATL",203991,"Clint Capela",1610612737,2024,15,10,256,82,"Clint","C",1994-05-18,"Elan Chalon",30,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/203991","https://stats.nba.com/media/players/230x185/203991.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203991.png","https://stats.nba.com/media/players/700/203991.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203991.png"
"11",2025,"2024-25","ATL",1630168,"Onyeka Okongwu",1610612737,2024,17,4,240,82,"Onyeka","F-C",2000-12-11,"Southern California",24,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1630168","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630168.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630168.png","https://stats.nba.com/media/players/700/1630168.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"12",2025,"2024-25","ATL",1631243,"Mouhamed Gueye",1610612737,2024,18,1,210,82,"Mouhamed","F",2002-11-09,"Washington State",22,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1631243","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631243.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631243.png","https://stats.nba.com/media/players/700/1631243.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"13",2025,"2024-25","ATL",1627777,"Georges Niang",1610612737,2024,20,8,230,79,"Georges","F",1993-06-17,"Iowa State",31,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1627777","https://stats.nba.com/media/players/230x185/1627777.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627777.png","https://stats.nba.com/media/players/700/1627777.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627777.png"
"14",2025,"2024-25","ATL",1626204,"Larry Nance Jr.",1610612737,2024,22,9,245,80,"Larry","F-C",1993-01-01,"Wyoming",32,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1626204","https://stats.nba.com/media/players/230x185/1626204.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626204.png","https://stats.nba.com/media/players/700/1626204.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626204.png"
"15",2025,"2024-25","ATL",1629726,"Garrison Mathews",1610612737,2024,24,5,215,78,"Garrison","G",1996-10-24,"Lipscomb",28,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1629726","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629726.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629726.png","https://stats.nba.com/media/players/700/1629726.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"16",2025,"2024-25","ATL",1631230,"Dominick Barlow",1610612737,2024,26,2,215,80,"Dominick","F",2003-05-26,"Overtime Elite",21,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1631230","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631230.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631230.png","https://stats.nba.com/media/players/700/1631230.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"17",2025,"2024-25","ATL",1630249,"Vít Krejčí",1610612737,2024,27,3,195,80,"Vít","G",2000-06-19,"Zaragoza",24,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1630249","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630249.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630249.png","https://stats.nba.com/media/players/700/1630249.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"18",2025,"2024-25","ATL",1631342,"Daeqwon Plowden",1610612737,2024,29,0,216,78,"Daeqwon","G-F",1998-08-29,"Bowling Green",26,"https://stats.nba.com/media/img/teams/logos/season/2024-25/ATL_logo.svg","https://stats.nba.com/player/1631342","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631342.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631342.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"19",2025,"2024-25","BKN",1641727,"Dariq Whitehead",1610612751,2024,0,1,220,78,"Dariq","G-F",2004-08-01,"Duke",20,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1641727","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641727.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641727.png","https://stats.nba.com/media/players/700/1641727.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"20",2025,"2024-25","BKN",1626156,"D'Angelo Russell",1610612751,2024,1,9,193,75,"D'Angelo","G",1996-02-23,"Ohio State",29,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1626156","https://stats.nba.com/media/players/230x185/1626156.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626156.png","https://stats.nba.com/media/players/700/1626156.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1626156.png"
"21",2025,"2024-25","BKN",1629661,"Cameron Johnson",1610612751,2024,2,5,210,80,"Cameron","F",1996-03-03,"North Carolina",29,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1629661","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629661.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629661.png","https://stats.nba.com/media/players/700/1629661.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"22",2025,"2024-25","BKN",1641736,"Reece Beekman",1610612751,2024,4,0,190,75,"Reece","G",2001-10-08,"Virginia",23,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1641736","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641736.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641736.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"23",2025,"2024-25","BKN",1630533,"Ziaire Williams",1610612751,2024,8,3,185,81,"Ziaire","F",2001-09-12,"Stanford",23,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1630533","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630533.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630533.png","https://stats.nba.com/media/players/700/1630533.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"24",2025,"2024-25","BKN",1630570,"Trendon Watford",1610612751,2024,9,3,237,80,"Trendon","G-F",2000-11-09,"Louisiana State",24,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1630570","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630570.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630570.png","https://stats.nba.com/media/players/700/1630570.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"25",2025,"2024-25","BKN",1630623,"Tyson Etienne",1610612751,2024,10,0,200,74,"Tyson","G",1999-09-17,"Wichita State",25,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1630623","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630623.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630623.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"26",2025,"2024-25","BKN",1641787,"Tosan Evbuomwan",1610612751,2024,12,1,217,79,"Tosan","F",2001-02-16,"Princeton",24,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1641787","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641787.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641787.png","https://stats.nba.com/media/players/700/1641787.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"27",2025,"2024-25","BKN",1631213,"Tyrese Martin",1610612751,2024,13,1,215,78,"Tyrese","F",1999-03-07,"Connecticut",26,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1631213","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631213.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631213.png","https://stats.nba.com/media/players/700/1631213.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"28",2025,"2024-25","BKN",1629001,"De'Anthony Melton",1610612751,2024,14,6,200,75,"De'Anthony","G",1998-05-28,"Southern California",26,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1629001","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629001.png","https://stats.nba.com/media/players/700/1629001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629001.png"
"29",2025,"2024-25","BKN",1630549,"Day'Ron Sharpe",1610612751,2024,20,3,265,81,"Day'Ron","C",2001-11-06,"North Carolina",23,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1630549","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630549.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630549.png","https://stats.nba.com/media/players/700/1630549.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"30",2025,"2024-25","BKN",1641730,"Noah Clowney",1610612751,2024,21,1,210,81,"Noah","F-C",2004-07-14,"Alabama",20,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1641730","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641730.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641730.png","https://stats.nba.com/media/players/700/1641730.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"31",2025,"2024-25","BKN",1630592,"Jalen Wilson",1610612751,2024,22,1,220,78,"Jalen","F",2000-11-04,"Kansas",24,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1630592","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630592.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630592.png","https://stats.nba.com/media/players/700/1630592.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"32",2025,"2024-25","BKN",1630560,"Cam Thomas",1610612751,2024,24,3,210,75,"Cam","G",2001-10-13,"Louisiana State",23,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1630560","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630560.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630560.png","https://stats.nba.com/media/players/700/1630560.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"33",2025,"2024-25","BKN",1631166,"Drew Timme",1610612751,2024,26,0,235,82,"Drew","F",2000-09-09,"Gonzaga",24,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1631166","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631166.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631166.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"34",2025,"2024-25","BKN",1641721,"Maxwell Lewis",1610612751,2024,27,1,215,79,"Maxwell","F",2002-07-27,"Pepperdine",22,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1641721","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641721.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641721.png","https://stats.nba.com/media/players/700/1641721.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"35",2025,"2024-25","BKN",1629651,"Nic Claxton",1610612751,2024,33,5,215,83,"Nic","C",1999-04-17,"Georgia",26,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1629651","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629651.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629651.png","https://stats.nba.com/media/players/700/1629651.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"36",2025,"2024-25","BKN",1630553,"Keon Johnson",1610612751,2024,45,3,185,77,"Keon","G",2002-03-10,"Tennessee",23,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BKN_logo.svg","https://stats.nba.com/player/1630553","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630553.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630553.png","https://stats.nba.com/media/players/700/1630553.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"37",2025,"2024-25","BOS",1628369,"Jayson Tatum",1610612738,2024,0,7,210,80,"Jayson","F-G",1998-03-03,"Duke",27,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/1628369","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png","https://stats.nba.com/media/players/700/1628369.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628369.png"
"38",2025,"2024-25","BOS",1641936,"Miles Norris",1610612738,2024,0,0,220,79,"Miles","F",2000-04-15,"California-Santa Barbara",25,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/1641936","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641936.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641936.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"39",2025,"2024-25","BOS",201950,"Jrue Holiday",1610612738,2024,4,15,205,76,"Jrue","G",1990-06-12,"UCLA",34,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/201950","https://stats.nba.com/media/players/230x185/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png","https://stats.nba.com/media/players/700/201950.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png"
"40",2025,"2024-25","BOS",1627759,"Jaylen Brown",1610612738,2024,7,8,223,78,"Jaylen","G-F",1996-10-24,"California",28,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/1627759","https://stats.nba.com/media/players/230x185/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png","https://stats.nba.com/media/players/700/1627759.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627759.png"
"41",2025,"2024-25","BOS",204001,"Kristaps Porziņģis",1610612738,2024,8,8,240,86,"Kristaps","F-C",1995-08-02,"Cajasol Sevilla",29,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/204001","https://stats.nba.com/media/players/230x185/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png","https://stats.nba.com/media/players/700/204001.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/204001.png"
"42",2025,"2024-25","BOS",1628401,"Derrick White",1610612738,2024,9,7,190,76,"Derrick","G",1994-07-02,"Colorado",30,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/1628401","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png","https://stats.nba.com/media/players/700/1628401.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628401.png"
"43",2025,"2024-25","BOS",1630202,"Payton Pritchard",1610612738,2024,11,4,195,73,"Payton","G",1998-01-28,"Oregon",27,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/1630202","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630202.png","https://stats.nba.com/media/players/700/1630202.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"44",2025,"2024-25","BOS",1628470,"Torrey Craig",1610612738,2024,12,7,221,77,"Torrey","F",1990-12-19,"South Carolina Upstate",34,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/1628470","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628470.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628470.png","https://stats.nba.com/media/players/700/1628470.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628470.png"
"45",2025,"2024-25","BOS",1641809,"Drew Peterson",1610612738,2024,13,1,205,81,"Drew","F",1999-11-09,"Southern California",25,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/1641809","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641809.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641809.png","https://stats.nba.com/media/players/700/1641809.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"46",2025,"2024-25","BOS",1631120,"JD Davison",1610612738,2024,20,2,195,73,"JD","G",2002-10-03,"Alabama",22,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/1631120","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631120.png","https://stats.nba.com/media/players/700/1631120.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"47",2025,"2024-25","BOS",1630214,"Xavier Tillman",1610612738,2024,26,4,245,79,"Xavier","F",1999-01-12,"Michigan State",26,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/1630214","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630214.png","https://stats.nba.com/media/players/700/1630214.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"48",2025,"2024-25","BOS",1641775,"Jordan Walsh",1610612738,2024,27,1,205,78,"Jordan","G",2004-03-03,"Arkansas",21,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/1641775","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641775.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641775.png","https://stats.nba.com/media/players/700/1641775.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"49",2025,"2024-25","BOS",1630573,"Sam Hauser",1610612738,2024,30,3,217,79,"Sam","F",1997-12-08,"Virginia",27,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/1630573","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png","https://stats.nba.com/media/players/700/1630573.png","https://stats.nba.com/media/img/league/nba-headshot-fallback.png"
"50",2025,"2024-25","BOS",1628436,"Luke Kornet",1610612738,2024,40,7,250,85,"Luke","C-F",1995-07-15,"Vanderbilt",29,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/1628436","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png","https://stats.nba.com/media/players/700/1628436.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628436.png"
"51",2025,"2024-25","BOS",201143,"Al Horford",1610612738,2024,42,17,240,81,"Al","C-F",1986-06-03,"Florida",38,"https://stats.nba.com/media/img/teams/logos/season/2024-25/BOS_logo.svg","https://stats.nba.com/player/201143","https://stats.nba.com/media/players/230x185/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png","https://stats.nba.com/media/players/700/201143.png","https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png"
